,views
2021-11-17,291.237326
2021-11-18,291.538066
2021-11-19,277.398197
2021-11-20,275.038923
2021-11-21,291.316483
2021-11-22,289.021524
2021-11-23,282.756044
2021-11-24,279.652336
2021-11-25,276.586801
2021-11-26,272.844272
2021-11-27,283.460496
2021-11-28,298.083087
2021-11-29,294.986202
2021-11-30,289.19579
2021-12-01,283.421719
2021-12-02,280.178562
2021-12-03,276.868051
2021-12-04,279.427129
2021-12-05,297.187911
2021-12-06,294.434315
2021-12-07,289.098851
2021-12-08,289.178402
2021-12-09,283.888844
2021-12-10,278.682034
2021-12-11,274.324672
2021-12-12,290.512145
2021-12-13,291.548149
2021-12-14,282.605691
2021-12-15,284.506928
2021-12-16,276.710879
2021-12-17,270.207835
2021-12-18,270.672136
2021-12-19,287.783245
2021-12-20,283.736768
2021-12-21,271.438349
2021-12-22,273.133636
2021-12-23,265.038764
2021-12-24,262.739827
2021-12-25,272.649514
2021-12-26,290.816285
2021-12-27,295.275969
2021-12-28,294.884836
2021-12-29,299.279451
2021-12-30,291.52961
2021-12-31,279.313198
2022-01-01,309.400637
2022-01-02,323.259792
2022-01-03,313.27214
2022-01-04,301.076635
2022-01-05,300.782348
2022-01-06,300.675836
2022-01-07,305.278353
2022-01-08,313.546646
2022-01-09,325.346285
2022-01-10,317.62941
2022-01-11,308.187335
2022-01-12,303.892072
2022-01-13,301.948931
2022-01-14,299.883517
2022-01-15,302.497911
2022-01-16,317.886776
2022-01-17,309.919796
2022-01-18,305.038495
2022-01-19,300.430996
2022-01-20,310.89088
2022-01-21,309.900497
2022-01-22,307.445718
2022-01-23,323.306676
2022-01-24,313.258087
2022-01-25,307.088936
2022-01-26,307.505498
2022-01-27,316.590066
2022-01-28,318.078314
2022-01-29,325.150175
2022-01-30,343.780904
2022-01-31,333.795051
2022-02-01,315.536583
2022-02-02,316.903382
2022-02-03,318.730082
2022-02-04,318.769596
2022-02-05,320.38827
2022-02-06,336.22648
2022-02-07,331.738296
2022-02-08,328.224186
2022-02-09,321.455909
2022-02-10,317.131054
2022-02-11,309.440665
2022-02-12,317.420636
2022-02-13,352.323653
2022-02-14,335.249462
2022-02-15,315.300811
2022-02-16,316.362812
2022-02-17,307.475327
2022-02-18,305.570045
2022-02-19,311.406125
2022-02-20,327.439242
2022-02-21,329.559722
2022-02-22,322.336965
2022-02-23,322.661304
2022-02-24,326.078564
2022-02-25,334.180968
2022-02-26,322.249506
2022-02-27,336.522379
2022-02-28,331.156878
2022-03-01,315.888251
2022-03-02,311.694635
2022-03-03,311.688435
2022-03-04,301.302559
2022-03-05,301.123678
2022-03-06,314.369642
2022-03-07,312.682876
2022-03-08,302.882411
2022-03-09,304.899225
2022-03-10,307.16028
2022-03-11,297.91652
2022-03-12,301.97053
2022-03-13,321.118983
2022-03-14,318.256162
2022-03-15,304.632278
2022-03-16,303.541737
2022-03-17,295.298514
2022-03-18,288.411451
2022-03-19,293.497513
2022-03-20,307.519211
2022-03-21,307.556624
2022-03-22,301.509519
2022-03-23,308.032974
2022-03-24,307.096139
2022-03-25,293.200423
2022-03-26,295.03244
2022-03-27,309.85592
2022-03-28,320.025548
2022-03-29,304.911804
2022-03-30,305.956436
2022-03-31,296.517187
2022-04-01,297.730263
2022-04-02,289.615432
2022-04-03,311.801636
2022-04-04,314.94702
2022-04-05,313.858626
2022-04-06,315.655302
2022-04-07,301.69415
2022-04-08,291.477951
2022-04-09,293.80907
2022-04-10,315.857166
2022-04-11,307.284997
2022-04-12,324.115862
2022-04-13,296.955387
2022-04-14,297.332483
2022-04-15,298.924384
2022-04-16,297.955074
2022-04-17,312.307868
2022-04-18,313.311858
2022-04-19,315.348815
2022-04-20,304.262118
2022-04-21,310.525948
2022-04-22,290.855807
2022-04-23,287.680942
2022-04-24,303.940947
2022-04-25,309.771605
2022-04-26,299.059112
2022-04-27,297.242537
2022-04-28,302.13312
2022-04-29,285.148477
2022-04-30,282.577119
